"STN","OBS_DATE","TA_AVG","SI_DAY"
104,"2023-09-19",24.3,15.85
104,"2023-09-20",19.6,1.49
104,"2023-09-21",17.6,7.84
104,"2023-09-22",18,21.51
104,"2023-09-23",19.4,11.68
104,"2023-09-24",18.8,16.74
104,"2023-09-25",19.8,11.42
104,"2023-09-26",19.2,3.65
104,"2023-09-27",19.6,4.69
104,"2023-09-28",21.9,18.84
104,"2023-09-29",19.3,15.39
104,"2023-09-30",19.5,12
104,"2023-10-01",18.7,20.14
104,"2023-10-02",17.3,20.08
104,"2023-10-03",17.4,8.87
104,"2023-10-04",18.7,14.09
104,"2023-10-05",14.9,19.93
104,"2023-10-06",14.4,17.49
104,"2023-10-07",16.2,12.23
104,"2023-10-08",15.6,5.63
104,"2023-10-09",16.2,9.58
104,"2023-10-10",15.7,14.04
104,"2023-10-11",15.8,15.01
104,"2023-10-12",16.7,14.76
104,"2023-10-13",16.5,12.14
104,"2023-10-14",15.1,8.78
104,"2023-10-15",17.1,17.08
104,"2023-10-16",15.1,6.4
104,"2023-10-17",14.1,17.21
104,"2023-10-18",18.1,11.89
104,"2023-10-19",17.5,1.84
104,"2023-10-20",13.8,17.58
104,"2023-10-21",10.5,15.7
104,"2023-10-22",14.6,16.25
104,"2023-10-23",15.4,15.5
104,"2023-10-24",15.7,14.39
104,"2023-10-25",17.3,13.97
104,"2023-10-26",18.3,12.05
104,"2023-10-27",12.3,1.36
104,"2023-10-28",12.1,10.3
104,"2023-10-29",12.9,15.02
104,"2023-10-30",15.6,14.53
104,"2023-10-31",18.2,14.48
104,"2023-11-01",20.1,11.24
104,"2023-11-02",22.4,13.27
104,"2023-11-03",20.2,10.18
104,"2023-11-04",14,0.6
104,"2023-11-05",15,3.18
104,"2023-11-06",16.1,13.17
104,"2023-11-07",10.7,14.53
104,"2023-11-08",10.4,13.73
104,"2023-11-09",14.5,12.35
104,"2023-11-10",10.1,12.36
104,"2023-11-11",5.2,8.82
104,"2023-11-12",3.9,14.01
104,"2023-11-13",4.8,13.77
104,"2023-11-14",6.6,13.34
104,"2023-11-15",7.8,13.14
104,"2023-11-16",8.4,2.78
104,"2023-11-17",5.2,12.31
104,"2023-11-18",4.3,12.82
104,"2023-11-19",9.7,11.05
104,"2023-11-20",7.6,12.33
104,"2023-11-21",12.7,12.49
104,"2023-11-22",13.7,12.28
104,"2023-11-23",14.4,11
104,"2023-11-24",2.1,12.73
104,"2023-11-25",0.2,12.36
104,"2023-11-26",5.8,9.51
104,"2023-11-27",9.3,3.37
104,"2023-11-28",4.5,11.61
104,"2023-11-29",2.1,10.22
104,"2023-11-30",-1.8,12.03
104,"2023-12-01",0,11.97
104,"2023-12-02",4.4,11.06
104,"2023-12-03",3.1,11.42
104,"2023-12-04",5.9,11.49
104,"2023-12-05",7,10.18
104,"2023-12-06",8.4,5.49
104,"2023-12-07",8,9.99
104,"2023-12-08",13.6,9.53
104,"2023-12-09",15,9.18
104,"2023-12-10",9.4,1.36
104,"2023-12-11",8.1,0.3
104,"2023-12-12",3.6,2.36
104,"2023-12-13",6.1,10.79
104,"2023-12-14",6.4,1.32
104,"2023-12-15",2.1,0.9
104,"2023-12-16",-0.6,7.38
104,"2023-12-17",-6.5,11.62
104,"2023-12-18",-3.9,7.64
104,"2023-12-19",-1.4,8.21
104,"2023-12-20",-3.5,10.4
104,"2023-12-21",-7.4,11.39
104,"2023-12-22",-7.1,11.27
104,"2023-12-23",-3.3,11
104,"2023-12-24",-0.4,9.35
104,"2023-12-25",0.8,9.91
104,"2023-12-26",2.9,10.58
104,"2023-12-27",2.1,9.81
104,"2023-12-28",3.3,8.3
104,"2023-12-29",4.2,10.64
104,"2023-12-30",3.8,1.29
104,"2023-12-31",2.4,1.13
104,"2024-01-01",3.3,3.34
104,"2024-01-02",5.5,9.38
104,"2024-01-03",3.8,8.8
104,"2024-01-04",3.5,11.21
104,"2024-01-05",7.3,9.95
104,"2024-01-06",3,11.48
104,"2024-01-07",-0.9,11.7
104,"2024-01-08",-1.7,11.61
104,"2024-01-09",1.7,2.96
104,"2024-01-10",2,9.64
104,"2024-01-11",3.3,11.32
104,"2024-01-12",3.9,11.52
104,"2024-01-13",0.8,11.67
104,"2024-01-14",4.9,8.87
104,"2024-01-15",0.6,11.7
104,"2024-01-16",1.8,11.8
104,"2024-01-17",7.2,2.17
104,"2024-01-18",5.5,0.99
104,"2024-01-19",2,0.83
104,"2024-01-20",1.5,0.56
104,"2024-01-21",0.7,4.19
104,"2024-01-22",-3.6,11.83
104,"2024-01-23",-8.5,12.31
104,"2024-01-24",-7.2,12.84
104,"2024-01-25",-4.1,12.75
104,"2024-01-26",-0.5,12.57
104,"2024-01-27",1.3,12.18
104,"2024-01-28",0.5,11.98
104,"2024-01-29",0.7,12.88
104,"2024-01-30",0.7,12.08
104,"2024-01-31",4.7,12.43
104,"2024-02-01",0.5,0.44
104,"2024-02-02",0.4,3.6
104,"2024-02-03",1.6,3.58
104,"2024-02-04",2.2,3.98
104,"2024-02-05",0.4,0.78
104,"2024-02-06",-0.4,7.83
104,"2024-02-07",0,7.05
104,"2024-02-08",0.5,14.1
104,"2024-02-09",1,13.72
104,"2024-02-10",1.9,11.55
104,"2024-02-11",2.6,10.27
104,"2024-02-12",5.8,15.18
104,"2024-02-13",11.4,14.27
104,"2024-02-14",15.9,11.21
104,"2024-02-15",3.5,0.15
104,"2024-02-16",1.4,16.11
104,"2024-02-17",7.1,16.39
104,"2024-02-18",11.1,12.72
104,"2024-02-19",7.4,6.9
104,"2024-02-20",2.4,0.79
104,"2024-02-21",1.2,1.41
104,"2024-02-22",-1.1,0.44
104,"2024-02-23",-1,2.42
104,"2024-02-24",-0.1,4.78
104,"2024-02-25",1.2,7.32
104,"2024-02-26",1.3,6.05
104,"2024-02-27",1.8,9.84
104,"2024-02-28",2.8,12.97
104,"2024-02-29",3.9,5.37
104,"2024-03-01",-0.7,19.16
104,"2024-03-02",-0.2,16.84
104,"2024-03-03",3.3,11.69
104,"2024-03-04",4,18.29
104,"2024-03-05",3.5,3.11
104,"2024-03-06",2.3,5.98
104,"2024-03-07",2.7,6.09
104,"2024-03-08",3.3,18.25
104,"2024-03-09",0.8,19.71
104,"2024-03-10",5.2,19.74
104,"2024-03-11",8.3,7.36
104,"2024-03-12",4.6,6.36
104,"2024-03-13",8.1,20.07
104,"2024-03-14",10.7,20.53
104,"2024-03-15",14.6,19.67
104,"2024-03-16",11.1,18.39
104,"2024-03-17",10.1,17.86
104,"2024-03-18",6.5,20.82
104,"2024-03-19",7.8,16.67
104,"2024-03-20",1.4,10.44
104,"2024-03-21",3.5,19.21
104,"2024-03-22",6.7,14.88
104,"2024-03-23",7.1,15.42
104,"2024-03-24",8.2,14.59
104,"2024-03-25",7.3,3.2
104,"2024-03-26",4.1,7.54
104,"2024-03-27",9.7,20.19
104,"2024-03-28",11.5,5.31
104,"2024-03-29",11.8,21.44
104,"2024-03-30",9.7,20.02
104,"2024-03-31",9.5,21.95
105,"2023-04-01",14.5,20.94
105,"2023-04-02",13.3,20.7
105,"2023-04-03",13.4,21
105,"2023-04-04",14.2,13.94
105,"2023-04-05",14.4,4.56
105,"2023-04-06",14.8,18.46
105,"2023-04-07",14.2,20.23
105,"2023-04-08",12.2,24.08
105,"2023-04-09",16.1,24.77
105,"2023-04-10",19.3,19.32
105,"2023-04-11",19.6,19.6
105,"2023-04-12",15.1,23.14
105,"2023-04-13",18,13.41
105,"2023-04-14",16.6,10.16
105,"2023-04-15",10.2,8.35
105,"2023-04-16",10.2,8.54
105,"2023-04-17",12.9,17.62
105,"2023-04-18",13.9,11.89
105,"2023-04-19",16,24.39
105,"2023-04-20",23.6,20.75
105,"2023-04-21",14.8,19.04
105,"2023-04-22",13.1,20.96
105,"2023-04-23",13.1,19.66
105,"2023-04-24",13.6,14.73
105,"2023-04-25",12.7,7.69
105,"2023-04-26",12.9,14.63
105,"2023-04-27",17.7,25.2
105,"2023-04-28",22.1,24.86
105,"2023-04-29",18,8.26
105,"2023-04-30",17.2,24.37
105,"2023-05-01",15.2,20.4
105,"2023-05-02",20.1,21.19
105,"2023-05-03",22.9,26.53
105,"2023-05-04",23.9,19.56
105,"2023-05-05",17.9,6.89
105,"2023-05-06",10.9,1.52
105,"2023-05-07",11.4,10.09
105,"2023-05-08",16.3,27.64
105,"2023-05-09",23.6,27.44
105,"2023-05-10",20.4,25.57
105,"2023-05-11",18.6,23.01
105,"2023-05-12",18.6,20.87
105,"2023-05-13",18.2,24.25
105,"2023-05-14",18.6,23.77
105,"2023-05-15",22.2,23.13
105,"2023-05-16",30.1,26.2
105,"2023-05-17",28.7,23.21
105,"2023-05-18",22.6,8.53
105,"2023-05-19",16.7,6.67
105,"2023-05-20",21.9,26
105,"2023-05-21",23.8,17.17
105,"2023-05-22",19.3,16.91
105,"2023-05-23",18.9,27.17
105,"2023-05-24",21.1,23.33
105,"2023-05-25",22.7,24.34
105,"2023-05-26",23,24.72
105,"2023-05-27",22.8,8.24
105,"2023-05-28",19,5.02
105,"2023-05-29",20.4,9.7
105,"2023-05-30",18.7,11.57
105,"2023-05-31",20.4,27.01
105,"2023-06-01",24.3,16.69
105,"2023-06-02",22.8,23.71
105,"2023-06-03",24.4,28.65
105,"2023-06-04",25.9,26.18
105,"2023-06-05",26.3,23.86
105,"2023-06-06",25.1,21.6
105,"2023-06-07",25.9,27.39
105,"2023-06-08",26.3,13.81
105,"2023-06-09",21.9,28.82
105,"2023-06-10",20.8,16.71
105,"2023-06-11",20.1,20.16
105,"2023-06-12",20.9,16.64
105,"2023-06-13",21.4,19.2
105,"2023-06-14",19.7,18.39
105,"2023-06-15",20.9,16.57
105,"2023-06-16",26.1,27.42
105,"2023-06-17",29.2,27.22
105,"2023-06-18",25,22.42
105,"2023-06-19",22.5,24.35
105,"2023-06-20",20.6,11.27
105,"2023-06-21",18.1,5.37
105,"2023-06-22",20.5,23.95
105,"2023-06-23",20.7,19.56
105,"2023-06-24",21.7,27.51
105,"2023-06-25",23.3,25.49
105,"2023-06-26",20.9,6.61
105,"2023-06-27",26,26.9
105,"2023-06-28",28.3,26.34
105,"2023-06-29",24.4,6.36
105,"2023-06-30",20.6,6.38
105,"2023-07-01",24.4,25.05
105,"2023-07-02",26.8,18.26
105,"2023-07-03",23.3,17.67
105,"2023-07-04",24.1,14.19
105,"2023-07-05",28,26.17
105,"2023-07-06",29.8,16.27
105,"2023-07-07",27.1,12.94
105,"2023-07-08",23.8,20.26
105,"2023-07-09",24.3,10.17
105,"2023-07-10",29.2,15.29
105,"2023-07-11",26.8,8.37
105,"2023-07-12",27.5,17.57
105,"2023-07-13",25.4,4.88
105,"2023-07-14",28,10.5
105,"2023-07-15",26.3,2.77
105,"2023-07-16",26.9,4.33
105,"2023-07-17",27.5,11.11
105,"2023-07-18",24.7,4.69
105,"2023-07-19",25,18.12
105,"2023-07-20",25.7,25.7
105,"2023-07-21",26,19.06
105,"2023-07-22",27.5,24.27
105,"2023-07-23",27.5,4.14
105,"2023-07-24",28.5,12.78
105,"2023-07-25",30.7,18.79
105,"2023-07-26",30.4,18.69
105,"2023-07-27",31.1,26.09
105,"2023-07-28",31.7,26.18
105,"2023-07-29",30.9,25.43
105,"2023-07-30",31.6,24.37
105,"2023-07-31",30.5,20.48
105,"2023-08-01",29.8,22.76
105,"2023-08-02",32.9,23.89
105,"2023-08-03",33.4,23.93
105,"2023-08-04",33.2,20.29
105,"2023-08-05",32.4,25.76
105,"2023-08-06",28.1,12.93
105,"2023-08-07",24.9,4.8
105,"2023-08-08",23.3,4.29
105,"2023-08-09",22.3,2.64
105,"2023-08-10",22.5,1.78
105,"2023-08-11",27.7,22.97
105,"2023-08-12",24.4,8.99
105,"2023-08-13",24.3,10.67
105,"2023-08-14",24.2,8.39
105,"2023-08-15",22.8,7.03
105,"2023-08-16",24.3,14.51
105,"2023-08-17",25.1,16.65
105,"2023-08-18",24.9,13.46
105,"2023-08-19",26,16.71
105,"2023-08-20",26.2,15.64
105,"2023-08-21",27.6,21.57
105,"2023-08-22",30.5,22.75
105,"2023-08-23",26.4,16.81
105,"2023-08-24",23,4.26
105,"2023-08-25",25.5,22.42
105,"2023-08-26",26.4,22.49
105,"2023-08-27",24.1,14.69
105,"2023-08-28",22.5,2.69
105,"2023-08-29",26.3,7.98
105,"2023-08-30",23.8,3.43
105,"2023-08-31",23.8,15.71
105,"2023-09-01",24.7,21.58
105,"2023-09-02",24.2,18.84
105,"2023-09-03",23.7,6.9
105,"2023-09-04",23.9,8.06
105,"2023-09-05",24.4,15.61
105,"2023-09-06",23.7,16.37
105,"2023-09-07",22.8,20.97
105,"2023-09-08",22.7,21.08
105,"2023-09-09",22.7,22.03
105,"2023-09-10",23.2,20.64
105,"2023-09-11",23.8,16.91
105,"2023-09-12",26.2,16.74
105,"2023-09-13",21,2.43
105,"2023-09-14",20.8,4.12
105,"2023-09-15",21.5,2.98
105,"2023-09-16",22.1,4.56
105,"2023-09-17",22.6,6.83
105,"2023-09-18",25.1,16.68
105,"2023-09-19",26.9,15.68
105,"2023-09-20",20.9,1.6
105,"2023-09-21",18.6,7.18
105,"2023-09-22",19.5,20.32
105,"2023-09-23",20.1,10.59
105,"2023-09-24",19.7,15.71
105,"2023-09-25",20.8,12.11
105,"2023-09-26",20.1,3.79
105,"2023-09-27",20.4,4.44
105,"2023-09-28",23.5,17.51
105,"2023-09-29",21.1,14.09
105,"2023-09-30",21.2,11
105,"2023-10-01",19.1,18.84
105,"2023-10-02",18.1,18.92
105,"2023-10-03",18.2,8.45
105,"2023-10-04",20.4,13.69
105,"2023-10-05",16.2,18.58
105,"2023-10-06",15.7,16.69
105,"2023-10-07",17.1,11.81
105,"2023-10-08",16.5,6
105,"2023-10-09",16.8,8.42
105,"2023-10-10",16.6,15.08
105,"2023-10-11",17,14.74
105,"2023-10-12",17.5,13.72
105,"2023-10-13",17.7,11.47
105,"2023-10-14",16.2,7.53
105,"2023-10-15",18.5,16.18
105,"2023-10-16",16.6,5.89
105,"2023-10-17",15.5,16.06
105,"2023-10-18",19.8,13.43
105,"2023-10-19",19.2,1.51
105,"2023-10-20",15,16.36
105,"2023-10-21",10.9,14.41
105,"2023-10-22",15.7,15.19
105,"2023-10-23",17.1,14.67
105,"2023-10-24",18.1,12.94
105,"2023-10-25",19.3,13.13
105,"2023-10-26",20,11.64
105,"2023-10-27",13.2,1.25
105,"2023-10-28",13.2,9.63
105,"2023-10-29",13.8,14
105,"2023-10-30",17.1,13.33
105,"2023-10-31",20.1,13.58
105,"2023-11-01",21.5,10.65
105,"2023-11-02",24.3,12.29
105,"2023-11-03",21.4,10.2
105,"2023-11-04",14.9,0.78
105,"2023-11-05",15.7,3.07
105,"2023-11-06",17.8,11.97
105,"2023-11-07",10.8,13.5
105,"2023-11-08",11.2,12.46
105,"2023-11-09",15.5,10.36
105,"2023-11-10",11.6,11.2
105,"2023-11-11",6.5,7.81
105,"2023-11-12",5.2,12.82
105,"2023-11-13",6.6,12.65
105,"2023-11-14",8.6,12.45
105,"2023-11-15",9.2,12.03
105,"2023-11-16",9.5,2.82
105,"2023-11-17",6.1,11.41
105,"2023-11-18",3.5,11.89
105,"2023-11-19",10.1,7.95
105,"2023-11-20",8.9,11.36
105,"2023-11-21",15.1,11.64
105,"2023-11-22",15.5,11.41
105,"2023-11-23",15.4,10.45
105,"2023-11-24",3.2,11.59
105,"2023-11-25",1.7,11.38
105,"2023-11-26",7.4,8.74
105,"2023-11-27",9.9,6.51
105,"2023-11-28",5.2,10.54
105,"2023-11-29",3.1,10.27
105,"2023-11-30",-0.8,11.09
105,"2023-12-01",1.1,10.96
105,"2023-12-02",5.1,9.92
105,"2023-12-03",4.6,10.47
105,"2023-12-04",7.7,10.63
105,"2023-12-05",7.8,9.42
105,"2023-12-06",9.7,5.56
105,"2023-12-07",8.6,9.09
105,"2023-12-08",13.4,8.66
105,"2023-12-09",16.5,8.47
105,"2023-12-10",10.6,2.2
105,"2023-12-11",8.8,0.58
105,"2023-12-12",4.4,2.8
105,"2023-12-13",6.9,9.91
105,"2023-12-14",7,1.36
105,"2023-12-15",2.7,1.13
105,"2023-12-16",0,10.13
105,"2023-12-17",-6.4,10.81
105,"2023-12-18",-3.4,6.82
105,"2023-12-19",-0.3,8.85
105,"2023-12-20",-3.2,9.76
105,"2023-12-21",-7.5,10.64
105,"2023-12-22",-7.1,10.31
105,"2023-12-23",-2.3,10.4
105,"2023-12-24",0.5,9.49
105,"2023-12-25",2,9.33
105,"2023-12-26",4.2,9.68
105,"2023-12-27",2.7,9.16
105,"2023-12-28",3.9,7.94
105,"2023-12-29",5.7,9.93
105,"2023-12-30",4.5,1.43
105,"2023-12-31",3,1.4
105,"2024-01-01",3.8,3.62
105,"2024-01-02",6.1,8.33
105,"2024-01-03",4.6,9.41
105,"2024-01-04",4.5,10.51
105,"2024-01-05",8.2,8.99
105,"2024-01-06",4.1,10.47
105,"2024-01-07",-0.8,10.73
105,"2024-01-08",-0.6,10.76
105,"2024-01-09",3.2,3.12
105,"2024-01-10",2.7,8.51
105,"2024-01-11",3.9,10.4
105,"2024-01-12",5.4,10.47
105,"2024-01-13",0.9,10.8
105,"2024-01-14",6.3,7.86
105,"2024-01-15",2,10.81
105,"2024-01-16",2.3,11.31
105,"2024-01-17",8.2,1.95
105,"2024-01-18",5.9,1.22
105,"2024-01-19",2.6,1.04
105,"2024-01-20",1.7,0.89
105,"2024-01-21",1,3.94
105,"2024-01-22",-3.5,11.34
105,"2024-01-23",-8.8,12.11
105,"2024-01-24",-7,12.52
105,"2024-01-25",-2.8,12.38
105,"2024-01-26",0.9,12.23
105,"2024-01-27",2.1,12.03
105,"2024-01-28",1.8,11.83
105,"2024-01-29",1.8,12.6
105,"2024-01-30",1.4,11.78
105,"2024-01-31",5,11.88
105,"2024-02-01",1.1,0.63
105,"2024-02-02",0.8,3.75
105,"2024-02-03",1.9,3.48
105,"2024-02-04",2.6,3.85
105,"2024-02-05",0.3,1.46
105,"2024-02-06",0.2,6.97
105,"2024-02-07",0.4,5.43
105,"2024-02-08",1.3,13.75
105,"2024-02-09",2.1,12.38
105,"2024-02-10",3.3,12.45
105,"2024-02-11",3,8.89
105,"2024-02-12",6.8,14.9
105,"2024-02-13",12.3,14.01
105,"2024-02-14",16.4,10.14
105,"2024-02-15",3.7,0.72
105,"2024-02-16",3.2,16.06
105,"2024-02-17",10.1,16.1
105,"2024-02-18",12.7,11.02
105,"2024-02-19",8.4,6.45
105,"2024-02-20",2.7,1.29
105,"2024-02-21",1,1.9
105,"2024-02-22",-0.7,0.51
105,"2024-02-23",-0.6,0.52
105,"2024-02-24",0.1,0.92
105,"2024-02-25",1.2,4.71
105,"2024-02-26",1.2,5.58
105,"2024-02-27",1.8,9.14
105,"2024-02-28",3.2,12.5
105,"2024-02-29",3.6,5.32
105,"2024-03-01",-0.3,18.57
105,"2024-03-02",0.2,16.1
105,"2024-03-03",4.5,13.21
105,"2024-03-04",4.7,17.6
105,"2024-03-05",3.4,2.79
105,"2024-03-06",2.5,5.78
105,"2024-03-07",3.2,6.03
105,"2024-03-08",3.1,17.36
105,"2024-03-09",1.5,18.94
105,"2024-03-10",6.9,19
105,"2024-03-11",10,7.49
105,"2024-03-12",4.7,5.54
105,"2024-03-13",8,19.37
105,"2024-03-14",12,19.59
105,"2024-03-15",15.4,18.7
105,"2024-03-16",12.6,17.59
105,"2024-03-17",11.2,16.7
105,"2024-03-18",7.4,19.98
105,"2024-03-19",8.2,12.97
105,"2024-03-20",2.1,9.55
105,"2024-03-21",3.9,18.56
105,"2024-03-22",7.5,14.25
105,"2024-03-23",8,15.5
105,"2024-03-24",8.6,15.2
105,"2024-03-25",7.7,2.75
105,"2024-03-26",4.4,7.19
105,"2024-03-27",10.2,19.37
105,"2024-03-28",12.7,5.02
105,"2024-03-29",12.6,20.78
105,"2024-03-30",10.6,19.27
105,"2024-03-31",10.7,19.7
108,"2023-04-01",17.5,21.48
108,"2023-04-02",18.8,24.08
108,"2023-04-03",19,22.95
108,"2023-04-04",17.6,10.78
108,"2023-04-05",11.9,1.56
108,"2023-04-06",8.8,2.15
108,"2023-04-07",8.9,23.34
108,"2023-04-08",8.8,25.74
108,"2023-04-09",10.8,25.54
108,"2023-04-10",13.2,22.29
108,"2023-04-11",13.1,2.01
108,"2023-04-12",10.1,24.87
108,"2023-04-13",11.9,16.17
108,"2023-04-14",16.2,14.25
108,"2023-04-15",13.5,9.5
108,"2023-04-16",10.8,14.45
108,"2023-04-17",13.1,17.76
108,"2023-04-18",14,10.85
108,"2023-04-19",19.1,27.82
108,"2023-04-20",15.8,4.12
108,"2023-04-21",16.7,21.05
108,"2023-04-22",16.9,21.2
108,"2023-04-23",16.1,19.47
108,"2023-04-24",15.8,20.31
108,"2023-04-25",10.9,5.22
108,"2023-04-26",10.2,15.52
108,"2023-04-27",12.9,26.55
108,"2023-04-28",15.7,21.25
108,"2023-04-29",13.2,6.04
108,"2023-04-30",12.7,19.71
108,"2023-05-01",14.6,26.8
108,"2023-05-02",16.7,21.58
108,"2023-05-03",19.5,26.2
108,"2023-05-04",21.4,16.89
108,"2023-05-05",18.4,1.74
108,"2023-05-06",12.6,5.42
108,"2023-05-07",14.4,12.18
108,"2023-05-08",15.3,28.55
108,"2023-05-09",17,28.29
108,"2023-05-10",18.4,25.58
108,"2023-05-11",19.5,27.64
108,"2023-05-12",18.4,19.9
108,"2023-05-13",17.8,23.86
108,"2023-05-14",18.1,25.41
108,"2023-05-15",20.6,26.49
108,"2023-05-16",24,27.62
108,"2023-05-17",23.5,27.59
108,"2023-05-18",21.2,13.7
108,"2023-05-19",22.3,25.57
108,"2023-05-20",21.2,25.72
108,"2023-05-21",17.8,20.72
108,"2023-05-22",20.3,23.93
108,"2023-05-23",20.5,29.85
108,"2023-05-24",20.6,19.16
108,"2023-05-25",21.2,27.9
108,"2023-05-26",21.4,26.25
108,"2023-05-27",19.3,3.13
108,"2023-05-28",19.2,2.46
108,"2023-05-29",23.2,15.87
108,"2023-05-30",24,18.2
108,"2023-05-31",22.8,23.98
108,"2023-06-01",22.8,15.18
108,"2023-06-02",20.4,14.24
108,"2023-06-03",22,31.19
108,"2023-06-04",22.1,28.74
108,"2023-06-05",21.5,26.6
108,"2023-06-06",20.3,21.98
108,"2023-06-07",21.4,10.07
108,"2023-06-08",20.4,10.19
108,"2023-06-09",23.3,28.15
108,"2023-06-10",23.2,18.18
108,"2023-06-11",22.1,21.1
108,"2023-06-12",22.2,19.9
108,"2023-06-13",22,25.43
108,"2023-06-14",20.6,13.12
108,"2023-06-15",22.7,25.05
108,"2023-06-16",23.7,29.89
108,"2023-06-17",24.2,27.4
108,"2023-06-18",25.9,28.79
108,"2023-06-19",28.5,25.29
108,"2023-06-20",24.7,5.89
108,"2023-06-21",20.5,4.79
108,"2023-06-22",22.5,21.48
108,"2023-06-23",24.4,18.74
108,"2023-06-24",26.4,21.93
108,"2023-06-25",28.2,23.62
108,"2023-06-26",24.2,3.39
108,"2023-06-27",25.3,20.95
108,"2023-06-28",26.5,18.56
108,"2023-06-29",24.2,2.31
108,"2023-06-30",25.3,10.02
108,"2023-07-01",27.7,29.21
108,"2023-07-02",26.7,19.16
108,"2023-07-03",29.1,25.34
108,"2023-07-04",26.1,6.08
108,"2023-07-05",24.5,19.96
108,"2023-07-06",27.3,25.47
108,"2023-07-07",26.7,23.96
108,"2023-07-08",25.6,13.93
108,"2023-07-09",24.7,8.07
108,"2023-07-10",26.3,18.41
108,"2023-07-11",23.5,2.21
108,"2023-07-12",25.8,12.34
108,"2023-07-13",25.2,2.63
108,"2023-07-14",24.6,1.52
108,"2023-07-15",24.5,3.16
108,"2023-07-16",24.6,5.31
108,"2023-07-17",25.5,10.78
108,"2023-07-18",25.2,7.94
108,"2023-07-19",27.2,26.41
108,"2023-07-20",27.9,24.17
108,"2023-07-21",29.5,23.64
108,"2023-07-22",27.7,17.66
108,"2023-07-23",25.2,2.37
108,"2023-07-24",26.9,14.08
108,"2023-07-25",27.8,16.84
108,"2023-07-26",27.6,15.79
108,"2023-07-27",28.4,18.25
108,"2023-07-28",29.5,23.36
108,"2023-07-29",29.1,18.5
108,"2023-07-30",28.8,21.99
108,"2023-07-31",28.7,20.26
108,"2023-08-01",29.9,21.25
108,"2023-08-02",29.7,24.81
108,"2023-08-03",29.5,25.4
108,"2023-08-04",30,23.13
108,"2023-08-05",30.3,27.31
108,"2023-08-06",29.8,12.95
108,"2023-08-07",30.4,15.83
108,"2023-08-08",30.9,23.96
108,"2023-08-09",28.3,13.66
108,"2023-08-10",22.2,2.42
108,"2023-08-11",23.5,3.94
108,"2023-08-12",23.3,4.19
108,"2023-08-13",27,17.49
108,"2023-08-14",28.1,13.71
108,"2023-08-15",28.6,21.84
108,"2023-08-16",27.3,15.46
108,"2023-08-17",28.2,18.24
108,"2023-08-18",29.1,19.56
108,"2023-08-19",29.1,21.24
108,"2023-08-20",28.3,15.87
108,"2023-08-21",29.5,19.04
108,"2023-08-22",27.6,10.5
99,"2023-12-04",0.4,9.46
99,"2023-12-05",4.7,5.93
99,"2023-12-06",4.4,2.11
99,"2023-12-07",5,8.84
99,"2023-12-08",9.8,5.38
99,"2023-12-09",12.1,3.58
99,"2023-12-10",7.8,9
99,"2023-12-11",5.5,1.41
99,"2023-12-12",3.4,6.43
99,"2023-12-13",4.2,6.79
99,"2023-12-14",5,1.31
99,"2023-12-15",3,2.13
99,"2023-12-16",-5.4,7.53
99,"2023-12-17",-11.1,10.78
99,"2023-12-18",-9.7,7.59
99,"2023-12-19",-5.6,5.5
99,"2023-12-20",-9.3,9.97
99,"2023-12-21",-12.8,10.37
99,"2023-12-22",-13.3,10.45
99,"2023-12-23",-10.3,10.56
99,"2023-12-24",-5,9
99,"2023-12-25",-2.8,6.78
99,"2023-12-26",-0.9,9.13
99,"2023-12-27",-2.3,9.31
99,"2023-12-28",-2.3,6.9
99,"2023-12-29",-0.7,4.56
99,"2023-12-30",-1,0.52
99,"2023-12-31",1.1,6.22
99,"2024-01-01",1,5.49
99,"2024-01-02",1.5,5.94
99,"2024-01-03",-0.1,3.69
99,"2024-01-04",-0.3,5.04
99,"2024-01-05",3,8.29
99,"2024-01-06",-2.2,11.46
99,"2024-01-07",-5.9,11.3
99,"2024-01-08",-6.9,11.51
99,"2024-01-09",-2.9,1.66
99,"2024-01-10",-4.3,8.89
99,"2024-01-11",-1.2,5.4
99,"2024-01-12",-1.6,11.2
99,"2024-01-13",-3.7,11.82
99,"2024-01-14",-4,1.31
99,"2024-01-15",-7.2,13.31
99,"2024-01-16",-6.5,11.85
99,"2024-01-17",-2.3,2.22
99,"2024-01-18",2.6,11.02
99,"2024-01-19",3.3,8.88
99,"2024-01-20",1.7,2.74
99,"2024-01-21",0.4,3.95
99,"2024-01-22",-10,6.66
99,"2024-01-23",-12.6,12.46
99,"2024-01-24",-8.9,12.58
99,"2024-01-25",-7.3,12.76
99,"2024-01-26",-4.9,12.74
99,"2024-01-27",-3.9,11.42
99,"2024-01-28",-4.1,11.76
99,"2024-01-29",-3.6,12.23
99,"2024-01-30",-2.1,11.89
99,"2024-01-31",1.6,11.79
99,"2024-02-01",0.5,11.34
99,"2024-02-02",0.9,10.5
99,"2024-02-03",2.2,6.73
99,"2024-02-04",3.6,11.23
99,"2024-02-05",1.5,3.81
99,"2024-02-06",-0.5,4.69
99,"2024-02-07",-1.1,8.68
99,"2024-02-08",-2.2,13.72
99,"2024-02-09",-1.6,13.25
99,"2024-02-10",-0.8,11.87
99,"2024-02-11",-2.1,10.39
99,"2024-02-12",-0.1,14.51
99,"2024-02-13",5.5,10.78
99,"2024-02-14",9.9,8.63
99,"2024-02-15",3,3.47
